 solid_solenoid_Coil  |                root  |           solid_solenoid_Coil  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | ff8000   |            Polycone  |0*deg 360*deg 2*counts 152.30*cm 152.30*cm 154.30*cm 154.30*cm -173.80*cm 173.80*cm  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_FrontPiece  |                root  |     solid_solenoid_FrontPiece  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | F63BFF   |            Polycone  |0*deg 360*deg 2*counts 55.60*cm 70.00*cm 144.00*cm 144.00*cm -237.00*cm -207.00*cm  |               G4_Fe  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_UpstreamShield1  |                root  |solid_solenoid_UpstreamShield1  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | F63BFF   |            Polycone  |0*deg 360*deg 2*counts 48.50*cm 50.50.00*cm 144.00*cm 144.00*cm -250.50*cm -246.50*cm  |               G4_Fe  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_UpstreamShield2  |                root  |solid_solenoid_UpstreamShield2  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | F63BFF   |            Polycone  |0*deg 360*deg 2*counts 44.60*cm 46.50.00*cm 144.00*cm 144.00*cm -258.50*cm -254.50*cm  |               G4_Fe  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_UpstreamShield3  |                root  |solid_solenoid_UpstreamShield3  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | F63BFF   |            Polycone  |0*deg 360*deg 2*counts 40.10*cm 42.70*cm 144.00*cm 144.00*cm -266.50*cm -262.50*cm  |               G4_Fe  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_UpstreamShield4  |                root  |solid_solenoid_UpstreamShield4  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | F63BFF   |            Polycone  |0*deg 360*deg 2*counts 36.80*cm 38.80*cm 257.50*cm 257.50*cm -274.50*cm -270.50*cm  |               G4_Fe  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_UpstreamShield5  |                root  |solid_solenoid_UpstreamShield5  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | F63BFF   |            Polycone  |0*deg 360*deg 2*counts 33.90*cm 35.30*cm 257.50*cm 257.50*cm -280.50*cm -277.50*cm  |               G4_Fe  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_CryostatInner  |                root  |  solid_solenoid_CryostatInner  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | ffffff   |                Tube  |                        144*cm 144.1*cm 187*cm 0*deg 360*deg  |   SL_StainlessSteel  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_CryostatOuter  |                root  |  solid_solenoid_CryostatOuter  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | ffffff   |                Tube  |                    176.48*cm 176.59*cm 187*cm 0*deg 360*deg  |   SL_StainlessSteel  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_CryostatFlangeUpstream  |                root  |solid_solenoid_CryostatFlangeUpstream  |                                 0*cm 0*cm -188*cm  |                       0*deg 0*deg 0*deg  | ffffff   |                Tube  |                     144*cm 176.59*cm 0.995*cm 0*deg 360*deg  |   SL_StainlessSteel  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_solenoid_CryostatFlangeDownstream  |                root  |solid_solenoid_CryostatFlangeDownstream  |                                  0*cm 0*cm 188*cm  |                       0*deg 0*deg 0*deg  | ffffff   |                Tube  |                     144*cm 176.59*cm 0.995*cm 0*deg 360*deg  |   SL_StainlessSteel  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_target_He3_collimator_upstream  |                root  |solid_SIDIS_target_He3_collimator_upstream  |                                 0*cm 0*cm -355*cm  |                       0*deg 0*deg 0*deg  | 003300   |                Cons  |              1.3*cm 2.7*cm 2.6*cm 5.4*cm 5*cm 0*deg 360*deg  |                G4_W  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_target_He3_collimator_downstream  |                root  |solid_SIDIS_target_He3_collimator_downstream  |                                 0*cm 0*cm -315*cm  |                       0*deg 0*deg 0*deg  | 003300   |                Cons  |              1.3*cm 2.7*cm 2.6*cm 5.4*cm 5*cm 0*deg 360*deg  |                G4_W  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_target_He3_TRGB  |                root  |   solid_SIDIS_target_He3_TRGB  |                                 0*cm 0*cm -350*cm  |                       0*deg 0*deg 0*deg  | FF0000   |                Tube  |                        0*cm 1.01*cm 20.012*cm 0*deg 360*deg  |           SL_Vacuum  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_target_He3_TCEL  |solid_SIDIS_target_He3_TRGB  |   solid_SIDIS_target_He3_TCEL  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | FF0000   |                Tube  |                             0.9*cm 1*cm 20*cm 0*deg 360*deg  |      SL_Glass_GE180  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_target_He3_TLHE  |solid_SIDIS_target_He3_TRGB  |   solid_SIDIS_target_He3_TLHE  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | FF0000   |                Tube  |                             0*cm 0.9*cm 20*cm 0*deg 360*deg  |           He3_10amg  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_target_He3_TLW1  |solid_SIDIS_target_He3_TRGB  |   solid_SIDIS_target_He3_TLW1  |                              0*cm 0*cm -20.006*cm  |                       0*deg 0*deg 0*deg  | FF0000   |                Tube  |                          0*cm 0.9*cm 0.006*cm 0*deg 360*deg  |      SL_Glass_GE180  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_target_He3_TLW2  |solid_SIDIS_target_He3_TRGB  |   solid_SIDIS_target_He3_TLW2  |                               0*cm 0*cm 20.006*cm  |                       0*deg 0*deg 0*deg  | FF0000   |                Tube  |                          0*cm 0.9*cm 0.006*cm 0*deg 360*deg  |      SL_Glass_GE180  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_beamline_He3_BMP1  |                root  | solid_SIDIS_beamline_He3_BMP1  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |            Polycone  |  0*deg 360*deg 2*counts 0*cm 0*cm 2*cm 2*cm -675*cm -375*cm  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_beamline_He3_BMV1  |solid_SIDIS_beamline_He3_BMP1  | solid_SIDIS_beamline_He3_BMV1  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | 808080   |            Polycone  |0*deg 360*deg 2*counts 0*cm 0*cm 1.95*cm 1.95*cm -675*cm -375*cm  |           SL_Vacuum  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_beamline_He3_BMD1  |solid_SIDIS_beamline_He3_BMV1  | solid_SIDIS_beamline_He3_BMD1  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | 808080   |            Polycone  |0*deg 360*deg 2*counts 0*cm 0*cm 1.95*cm 1.95*cm -675*cm -674.9*cm  |           SL_Vacuum  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_beamline_He3_BMW1  |solid_SIDIS_beamline_He3_BMV1  | solid_SIDIS_beamline_He3_BMW1  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | 00FFFF   |            Polycone  |0*deg 360*deg 2*counts 0*cm 0*cm 1.95*cm 1.95*cm -375.01*cm -375*cm  |  G4_BERYLLIUM_OXIDE  |                  no  |     4   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_beamline_He3_B3PP  |                root  | solid_SIDIS_beamline_He3_B3PP  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | 0000ff   |            Polycone  |0*deg 360*deg 3*counts 0*cm 0*cm 0*cm 1.05*cm 19*cm 19*cm -325*cm 190*cm 550*cm  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_beamline_He3_B3PV  |solid_SIDIS_beamline_He3_B3PP  | solid_SIDIS_beamline_He3_B3PV  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | 808080   |            Polycone  |0*deg 360*deg 3*counts 0*cm 0*cm 0*cm 1.*cm 18.95*cm 18.95*cm -325*cm 190*cm 550*cm  |           SL_Vacuum  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_beamline_He3_B3DM  |solid_SIDIS_beamline_He3_B3PV  | solid_SIDIS_beamline_He3_B3DM  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | 808080   |            Polycone  |0*deg 360*deg 2*counts 0*cm 0*cm 18.95*cm 18.95*cm 549.9*cm 550*cm  |           SL_Vacuum  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_beamline_He3_B3W1  |solid_SIDIS_beamline_He3_B3PV  | solid_SIDIS_beamline_He3_B3W1  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | 00FFFF   |            Polycone  |0*deg 360*deg 2*counts 0*cm 0*cm 1.*cm 1.*cm -325*cm -324.99*cm  |  G4_BERYLLIUM_OXIDE  |                  no  |     4   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_beamline_He3_coolgas_upstream  |                root  |solid_SIDIS_beamline_He3_coolgas_upstream  |                               0*cm 0*cm -372.5*cm  |                       0*deg 0*deg 0*deg  | 808000   |                Tube  |                             0*cm 1*cm 2.48*cm 0*deg 360*deg  |         SL_He4_1atm  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_beamline_He3_coolgas_downstream  |                root  |solid_SIDIS_beamline_He3_coolgas_downstream  |                               0*cm 0*cm -327.5*cm  |                       0*deg 0*deg 0*deg  | 808000   |                Tube  |                             0*cm 1*cm 2.48*cm 0*deg 360*deg  |         SL_He4_1atm  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_absorber_forwarangle_1  |                root  |solid_SIDIS_absorber_forwarangle_1  |                                  0*cm 0*cm 105*cm  |                       0*deg 0*deg 0*deg  | 003300   |                Cons  |                  16*cm 50*cm 17*cm 51*cm 5*cm 0*deg 360*deg  |                G4_W  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_absorber_forwarangle_2  |                root  |solid_SIDIS_absorber_forwarangle_2  |                                  0*cm 0*cm 145*cm  |                       0*deg 0*deg 0*deg  | 003300   |                Cons  |                 17*cm 27*cm 19*cm 29*cm 35*cm 0*deg 360*deg  |                G4_W  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_absorber_largeangle  |                root  |solid_SIDIS_absorber_largeangle  |                                   0*cm 0*cm 70*cm  |                       0*deg 0*deg 0*deg  | 003300   |                Cons  |              110*cm 140*cm 113*cm 140*cm 5*cm 0*deg 360*deg  |                G4_W  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
